Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr3	4101	ENSMUSG00000120730	Gm56794	lncRNA	gene	ENSMUSG00000120730
chr3	38069	ENSMUSG00000000562	Adora3	protein_coding	gene	ENSMUSG00000000562
chr3	53140	ENSMUSG00000074344	Tmigd3	protein_coding	gene	ENSMUSG00000074344
chr3	8307	ENSMUSG00000074342	I830077J02Rik	protein_coding	gene	ENSMUSG00000074342
chr3	17402	ENSMUSG00000000563	Atp5pb	protein_coding	gene	ENSMUSG00000000563
chr3	10669	ENSMUSG00000000561	Wdr77	protein_coding	gene	ENSMUSG00000000561
chr3	13713	ENSMUSG00000074340	Ovgp1	protein_coding	gene	ENSMUSG00000074340
chr3	17690	ENSMUSG00000010136	Pifo	protein_coding	gene	ENSMUSG00000010136
chr3	15979	ENSMUSG00000106093	Gm42722	lncRNA	gene	ENSMUSG00000106093
chr3	1523	ENSMUSG00000104592	Gm42721	lncRNA	gene	ENSMUSG00000104592
chr3	15896	ENSMUSG00000043873	Chil5	protein_coding	gene	ENSMUSG00000043873
chr3	18892	ENSMUSG00000062778	Chia1	protein_coding	gene	ENSMUSG00000062778
chr3	20011	ENSMUSG00000040809	Chil3	protein_coding	gene	ENSMUSG00000040809
chr3	18018	ENSMUSG00000063779	Chil4	protein_coding	gene	ENSMUSG00000063779
chr3	18799	ENSMUSG00000027902	Chil6	protein_coding	gene	ENSMUSG00000027902
chr3	3932	ENSMUSG00000091575	2010016I18Rik	lncRNA	gene	ENSMUSG00000091575
chr3	20626	ENSMUSG00000027901	Dennd2d	protein_coding	gene	ENSMUSG00000027901
chr3	45543	ENSMUSG00000040774	Cept1	protein_coding	gene	ENSMUSG00000040774
chr3	28093	ENSMUSG00000027900	Dram2	protein_coding	gene	ENSMUSG00000027900
chr3	57863	ENSMUSG00000120716	Gm56790	lncRNA	gene	ENSMUSG00000120716
chr3	51591	ENSMUSG00000056260	Lrif1	protein_coding	gene	ENSMUSG00000056260
chr3	30229	ENSMUSG00000040747	Cd53	protein_coding	gene	ENSMUSG00000040747
chr3	5803	ENSMUSG00000043529	Or11i1	protein_coding	gene	ENSMUSG00000043529
chr3	52055	ENSMUSG00000105102	Gm35507	lncRNA	gene	ENSMUSG00000105102
chr3	159513	ENSMUSG00000098108	Gm27008	lncRNA	gene	ENSMUSG00000098108
chr3	1902	ENSMUSG00000047959	Kcna3	protein_coding	gene	ENSMUSG00000047959
chr3	762	ENSMUSG00000120721	Gm56792	lncRNA	gene	ENSMUSG00000120721
chr3	14844	ENSMUSG00000056145	AI504432	lncRNA	gene	ENSMUSG00000056145
chr3	7610	ENSMUSG00000050179	A930002I21Rik	lncRNA	gene	ENSMUSG00000050179
chr3	13860	ENSMUSG00000040724	Kcna2	protein_coding	gene	ENSMUSG00000040724
chr3	12666	ENSMUSG00000042861	Kcna10	protein_coding	gene	ENSMUSG00000042861
chr3	10440	ENSMUSG00000046213	Cym	protein_coding	gene	ENSMUSG00000046213
chr3	4110	ENSMUSG00000094613	A630076J17Rik	lncRNA	gene	ENSMUSG00000094613
chr3	6911	ENSMUSG00000070368	Prok1	protein_coding	gene	ENSMUSG00000070368
chr3	5225	ENSMUSG00000087260	Lamtor5	protein_coding	gene	ENSMUSG00000087260
chr3	20886	ENSMUSG00000027896	Slc16a4	protein_coding	gene	ENSMUSG00000027896
chr3	8253	ENSMUSG00000048109	Rbm15	protein_coding	gene	ENSMUSG00000048109
chr3	21250	ENSMUSG00000027895	Kcnc4	protein_coding	gene	ENSMUSG00000027895
chr3	50476	ENSMUSG00000027894	Slc6a17	protein_coding	gene	ENSMUSG00000027894
chr3	1387	ENSMUSG00000055891	Ubl4b	protein_coding	gene	ENSMUSG00000055891
chr3	10746	ENSMUSG00000014603	Alx3	protein_coding	gene	ENSMUSG00000014603
chr3	19163	ENSMUSG00000014601	Strip1	protein_coding	gene	ENSMUSG00000014601
chr3	2848	ENSMUSG00000078604	Gm10961	lncRNA	gene	ENSMUSG00000078604
chr3	33443	ENSMUSG00000027893	Ahcyl1	protein_coding	gene	ENSMUSG00000027893
chr3	19422	ENSMUSG00000014599	Csf1	protein_coding	gene	ENSMUSG00000014599
chr3	13319	ENSMUSG00000106426	Gm36211	lncRNA	gene	ENSMUSG00000106426
chr3	15672	ENSMUSG00000040600	Eps8l3	protein_coding	gene	ENSMUSG00000040600
chr3	7364	ENSMUSG00000086968	4933431E20Rik	lncRNA	gene	ENSMUSG00000086968
chr3	2866	ENSMUSG00000004032	Gstm5	protein_coding	gene	ENSMUSG00000004032
chr3	5484	ENSMUSG00000004035	Gstm7	protein_coding	gene	ENSMUSG00000004035
chr3	4903	ENSMUSG00000068762	Gstm6	protein_coding	gene	ENSMUSG00000068762
chr3	5588	ENSMUSG00000004038	Gstm3	protein_coding	gene	ENSMUSG00000004038
chr3	4752	ENSMUSG00000040562	Gstm2	protein_coding	gene	ENSMUSG00000040562
chr3	5719	ENSMUSG00000058135	Gstm1	protein_coding	gene	ENSMUSG00000058135
chr3	6956	ENSMUSG00000087357	Gm12498	lncRNA	gene	ENSMUSG00000087357
chr3	4487	ENSMUSG00000027890	Gstm4	protein_coding	gene	ENSMUSG00000027890
chr3	12590	ENSMUSG00000027889	Ampd2	protein_coding	gene	ENSMUSG00000027889
chr3	2428	ENSMUSG00000056411	Gm12500	lncRNA	gene	ENSMUSG00000056411
chr3	8644	ENSMUSG00000009108	Gnat2	protein_coding	gene	ENSMUSG00000009108
chr3	38867	ENSMUSG00000000001	Gnai3	protein_coding	gene	ENSMUSG00000000001
chr3	1689	ENSMUSG00000119942	Gm56785	lncRNA	gene	ENSMUSG00000119942
chr3	6562	ENSMUSG00000046793	Gpr61	protein_coding	gene	ENSMUSG00000046793
chr3	19465	ENSMUSG00000085318	Gm12524	lncRNA	gene	ENSMUSG00000085318
chr3	5952	ENSMUSG00000050947	Amigo1	protein_coding	gene	ENSMUSG00000050947
chr3	5526	ENSMUSG00000048796	Cyb561d1	protein_coding	gene	ENSMUSG00000048796
chr3	638	ENSMUSG00000120830	Gm56801	lncRNA	gene	ENSMUSG00000120830
chr3	8713	ENSMUSG00000048997	Atxn7l2	protein_coding	gene	ENSMUSG00000048997
chr3	15177	ENSMUSG00000027887	Sypl2	protein_coding	gene	ENSMUSG00000027887
chr3	13461	ENSMUSG00000105961	Gm40123	lncRNA	gene	ENSMUSG00000105961
chr3	8077	ENSMUSG00000085102	1700010K24Rik	lncRNA	gene	ENSMUSG00000085102
chr3	23049	ENSMUSG00000068749	Psma5	protein_coding	gene	ENSMUSG00000068749
chr3	946	ENSMUSG00000084863	Gm12523	lncRNA	gene	ENSMUSG00000084863
chr3	77430	ENSMUSG00000068747	Sort1	protein_coding	gene	ENSMUSG00000068747
chr3	706	ENSMUSG00000078601	Gm12525	lncRNA	gene	ENSMUSG00000078601
chr3	15147	ENSMUSG00000068745	Mybphl	protein_coding	gene	ENSMUSG00000068745
chr3	4465	ENSMUSG00000074281	Gm12522	lncRNA	gene	ENSMUSG00000074281
chr3	4393	ENSMUSG00000068744	Psrc1	protein_coding	gene	ENSMUSG00000068744
chr3	25217	ENSMUSG00000068740	Celsr2	protein_coding	gene	ENSMUSG00000068740
chr3	20345	ENSMUSG00000068739	Sars	protein_coding	gene	ENSMUSG00000068739
chr3	1404	ENSMUSG00000120945	Gm56809	lncRNA	gene	ENSMUSG00000120945
chr3	80843	ENSMUSG00000040412	Elapor1	protein_coding	gene	ENSMUSG00000040412
chr3	10574	ENSMUSG00000027886	Cfap276	protein_coding	gene	ENSMUSG00000027886
chr3	6042	ENSMUSG00000068732	Tmem167b	protein_coding	gene	ENSMUSG00000068732
chr3	11525	ENSMUSG00000048100	Taf13	protein_coding	gene	ENSMUSG00000048100
chr3	54441	ENSMUSG00000040389	Wdr47	protein_coding	gene	ENSMUSG00000040389
chr3	24928	ENSMUSG00000027884	Clcc1	protein_coding	gene	ENSMUSG00000027884
chr3	43672	ENSMUSG00000027883	Gpsm2	protein_coding	gene	ENSMUSG00000027883
chr3	3746	ENSMUSG00000098800	Gm27244	lncRNA	gene	ENSMUSG00000098800
chr3	42652	ENSMUSG00000049565	Aknad1	protein_coding	gene	ENSMUSG00000049565
chr3	47351	ENSMUSG00000027882	Stxbp3	protein_coding	gene	ENSMUSG00000027882
chr3	36331	ENSMUSG00000045326	Fndc7	protein_coding	gene	ENSMUSG00000045326
chr3	8923	ENSMUSG00000027881	Prpf38b	protein_coding	gene	ENSMUSG00000027881
chr3	534	ENSMUSG00000120917	Gm56806	lncRNA	gene	ENSMUSG00000120917
chr3	574	ENSMUSG00000051638	Gm9857	lncRNA	gene	ENSMUSG00000051638
chr3	20716	ENSMUSG00000045662	Henmt1	protein_coding	gene	ENSMUSG00000045662
chr3	56611	ENSMUSG00000040339	Eeig2	protein_coding	gene	ENSMUSG00000040339
chr3	2071	ENSMUSG00000106108	Gm43221	lncRNA	gene	ENSMUSG00000106108
chr3	1825	ENSMUSG00000105638	4930408K08Rik	lncRNA	gene	ENSMUSG00000105638
chr3	36219	ENSMUSG00000027880	Slc25a54	protein_coding	gene	ENSMUSG00000027880
chr3	2363	ENSMUSG00000105139	Gm19391	lncRNA	gene	ENSMUSG00000105139
chr3	45309	ENSMUSG00000040322	Slc25a24	protein_coding	gene	ENSMUSG00000040322
chr3	345046	ENSMUSG00000033721	Vav3	protein_coding	gene	ENSMUSG00000033721
chr3	363972	ENSMUSG00000059857	Ntng1	protein_coding	gene	ENSMUSG00000059857
chr3	4890	ENSMUSG00000049300	Prmt6	protein_coding	gene	ENSMUSG00000049300
chr3	3692	ENSMUSG00000105509	C130013H08Rik	lncRNA	gene	ENSMUSG00000105509
chr3	200099	ENSMUSG00000104543	Gm6602	lncRNA	gene	ENSMUSG00000104543
chr3	11660	ENSMUSG00000074268	Amy2a5	protein_coding	gene	ENSMUSG00000074268
chr3	11607	ENSMUSG00000096770	Amy2a4	protein_coding	gene	ENSMUSG00000096770
chr3	11598	ENSMUSG00000093931	Amy2a3	protein_coding	gene	ENSMUSG00000093931
chr3	11604	ENSMUSG00000096569	Amy2a2	protein_coding	gene	ENSMUSG00000096569
chr3	3026	ENSMUSG00000070360	Amy2a1	protein_coding	gene	ENSMUSG00000070360
chr3	50990	ENSMUSG00000074264	Amy1	protein_coding	gene	ENSMUSG00000074264
chr3	25083	ENSMUSG00000027981	Rnpc3	protein_coding	gene	ENSMUSG00000027981
chr3	840	ENSMUSG00000121018	C530020B09Rik	lncRNA	gene	ENSMUSG00000121018
chr3	190179	ENSMUSG00000027966	Col11a1	protein_coding	gene	ENSMUSG00000027966
chr3	221645	ENSMUSG00000027965	Olfm3	protein_coding	gene	ENSMUSG00000027965
chr3	4503	ENSMUSG00000120078	Gm40124	lncRNA	gene	ENSMUSG00000120078
chr3	4640	ENSMUSG00000045092	S1pr1	protein_coding	gene	ENSMUSG00000045092
chr3	1591	ENSMUSG00000052769	Gm9889	lncRNA	gene	ENSMUSG00000052769
chr3	6569	ENSMUSG00000054426	A930005H10Rik	lncRNA	gene	ENSMUSG00000054426
chr3	46525	ENSMUSG00000033554	Dph5	protein_coding	gene	ENSMUSG00000033554
chr3	68434	ENSMUSG00000054414	Slc30a7	protein_coding	gene	ENSMUSG00000054414
chr3	21556	ENSMUSG00000027963	Extl2	protein_coding	gene	ENSMUSG00000027963
chr3	19740	ENSMUSG00000027962	Vcam1	protein_coding	gene	ENSMUSG00000027962
chr3	12566	ENSMUSG00000104653	Gm43109	lncRNA	gene	ENSMUSG00000104653
chr3	15343	ENSMUSG00000097362	Gm26544	lncRNA	gene	ENSMUSG00000097362
chr3	2306	ENSMUSG00000104607	Gm31651	lncRNA	gene	ENSMUSG00000104607
chr3	3850	ENSMUSG00000068696	Gpr88	protein_coding	gene	ENSMUSG00000068696
chr3	156193	ENSMUSG00000033502	Cdc14a	protein_coding	gene	ENSMUSG00000033502
chr3	2786	ENSMUSG00000106005	Gm29151	lncRNA	gene	ENSMUSG00000106005
chr3	19246	ENSMUSG00000000339	Rtca	protein_coding	gene	ENSMUSG00000000339
chr3	36912	ENSMUSG00000000340	Dbt	protein_coding	gene	ENSMUSG00000000340
chr3	20162	ENSMUSG00000027961	Lrrc39	protein_coding	gene	ENSMUSG00000027961
chr3	33495	ENSMUSG00000033439	Trmt13	protein_coding	gene	ENSMUSG00000033439
chr3	36023	ENSMUSG00000027959	Sass6	protein_coding	gene	ENSMUSG00000027959
chr3	1812	ENSMUSG00000106415	Gm42893	lncRNA	gene	ENSMUSG00000106415
chr3	31514	ENSMUSG00000089911	Mfsd14a	protein_coding	gene	ENSMUSG00000089911
chr3	539	ENSMUSG00000105339	Gm42457	lncRNA	gene	ENSMUSG00000105339
chr3	424	ENSMUSG00000106125	4930512P04Rik	lncRNA	gene	ENSMUSG00000106125
chr3	43362	ENSMUSG00000027957	Slc35a3	protein_coding	gene	ENSMUSG00000027957
chr3	68168	ENSMUSG00000033400	Agl	protein_coding	gene	ENSMUSG00000033400
chr3	2457	ENSMUSG00000120424	Gm56782	lncRNA	gene	ENSMUSG00000120424
chr3	48714	ENSMUSG00000033386	Frrs1	protein_coding	gene	ENSMUSG00000033386
chr3	50730	ENSMUSG00000033377	Palmd	protein_coding	gene	ENSMUSG00000033377
chr3	16140	ENSMUSG00000080907	4930455H04Rik	protein_coding	gene	ENSMUSG00000080907
chr3	17244	ENSMUSG00000028009	1700061I17Rik	lncRNA	gene	ENSMUSG00000028009
chr3	689	ENSMUSG00000106342	Gm42891	lncRNA	gene	ENSMUSG00000106342
chr3	41738	ENSMUSG00000044667	Plppr4	protein_coding	gene	ENSMUSG00000044667
chr3	204424	ENSMUSG00000033342	Plppr5	protein_coding	gene	ENSMUSG00000033342
chr3	87290	ENSMUSG00000028007	Snx7	protein_coding	gene	ENSMUSG00000028007
chr3	368	ENSMUSG00000120861	Gm56798	lncRNA	gene	ENSMUSG00000120861
chr3	4397	ENSMUSG00000104703	4921521D15Rik	lncRNA	gene	ENSMUSG00000104703
chr3	99699	ENSMUSG00000097311	Gm26871	lncRNA	gene	ENSMUSG00000097311
chr3	1228	ENSMUSG00000104178	Gm9916	lncRNA	gene	ENSMUSG00000104178
chr3	870796	ENSMUSG00000033308	Dpyd	protein_coding	gene	ENSMUSG00000033308
chr3	65725	ENSMUSG00000028134	Ptbp2	protein_coding	gene	ENSMUSG00000028134
chr3	3239	ENSMUSG00000106099	Gm42664	lncRNA	gene	ENSMUSG00000106099
chr3	282655	ENSMUSG00000098097	6530403H02Rik	lncRNA	gene	ENSMUSG00000098097
chr3	16298	ENSMUSG00000028133	Rwdd3	protein_coding	gene	ENSMUSG00000028133
chr3	81338	ENSMUSG00000028132	Tlcd4	protein_coding	gene	ENSMUSG00000028132
chr3	647	ENSMUSG00000120588	Gm56787	lncRNA	gene	ENSMUSG00000120588
chr3	71322	ENSMUSG00000039887	Alg14	protein_coding	gene	ENSMUSG00000039887
chr3	31711	ENSMUSG00000053931	Cnn3	protein_coding	gene	ENSMUSG00000053931
chr3	72877	ENSMUSG00000039865	Slc44a3	protein_coding	gene	ENSMUSG00000039865
chr3	4588	ENSMUSG00000097124	A530020G20Rik	lncRNA	gene	ENSMUSG00000097124
chr3	8550	ENSMUSG00000044522	A730020M07Rik	lncRNA	gene	ENSMUSG00000044522
chr3	12221	ENSMUSG00000074248	4930432M17Rik	lncRNA	gene	ENSMUSG00000074248
chr3	8746	ENSMUSG00000106036	Gm43608	lncRNA	gene	ENSMUSG00000106036
chr3	818	ENSMUSG00000105767	Gm43607	lncRNA	gene	ENSMUSG00000105767
chr3	11512	ENSMUSG00000028128	F3	protein_coding	gene	ENSMUSG00000028128
chr3	56529	ENSMUSG00000028127	Abcd3	protein_coding	gene	ENSMUSG00000028127
chr3	64213	ENSMUSG00000039831	Arhgap29	protein_coding	gene	ENSMUSG00000039831
chr3	135681	ENSMUSG00000028125	Abca4	protein_coding	gene	ENSMUSG00000028125
chr3	463	ENSMUSG00000120339	Gm56778	lncRNA	gene	ENSMUSG00000120339
chr3	25176	ENSMUSG00000028124	Gclm	protein_coding	gene	ENSMUSG00000028124
chr3	37763	ENSMUSG00000057359	Gm17494	lncRNA	gene	ENSMUSG00000057359
chr3	10884	ENSMUSG00000039756	Dnttip2	protein_coding	gene	ENSMUSG00000039756
chr3	10175	ENSMUSG00000105057	Gm40190	lncRNA	gene	ENSMUSG00000105057
chr3	236056	ENSMUSG00000028121	Bcar3	protein_coding	gene	ENSMUSG00000028121
chr3	14910	ENSMUSG00000104554	Gm4610	lncRNA	gene	ENSMUSG00000104554
chr3	32618	ENSMUSG00000104574	Gm42836	lncRNA	gene	ENSMUSG00000104574
chr3	80997	ENSMUSG00000039735	Fnbp1l	protein_coding	gene	ENSMUSG00000039735
chr3	9691	ENSMUSG00000106194	Gm43569	lncRNA	gene	ENSMUSG00000106194
chr3	7920	ENSMUSG00000106365	Gm43568	lncRNA	gene	ENSMUSG00000106365
chr3	130428	ENSMUSG00000053965	Pde5a	protein_coding	gene	ENSMUSG00000053965
chr3	40094	ENSMUSG00000106583	4930447N08Rik	lncRNA	gene	ENSMUSG00000106583
chr3	59383	ENSMUSG00000097852	4933405D12Rik	lncRNA	gene	ENSMUSG00000097852
chr3	4435	ENSMUSG00000023057	Fabp2	protein_coding	gene	ENSMUSG00000023057
chr3	1982	ENSMUSG00000054091	1810037I17Rik	protein_coding	gene	ENSMUSG00000054091
chr3	53018	ENSMUSG00000039701	Usp53	protein_coding	gene	ENSMUSG00000039701
chr3	363	ENSMUSG00000120150	Gm56816	lncRNA	gene	ENSMUSG00000120150
chr3	28810	ENSMUSG00000028116	Myoz2	protein_coding	gene	ENSMUSG00000028116
chr3	159631	ENSMUSG00000050315	Synpo2	protein_coding	gene	ENSMUSG00000050315
chr3	1859	ENSMUSG00000120630	Gm56815	lncRNA	gene	ENSMUSG00000120630
chr3	98187	ENSMUSG00000039234	Sec24d	protein_coding	gene	ENSMUSG00000039234
chr3	17812	ENSMUSG00000028114	Mettl14	protein_coding	gene	ENSMUSG00000028114
chr3	3120	ENSMUSG00000105784	Gm35065	lncRNA	gene	ENSMUSG00000105784
chr3	59685	ENSMUSG00000027978	Prss12	protein_coding	gene	ENSMUSG00000027978
chr3	860	ENSMUSG00000104960	Snhg8	lncRNA	gene	ENSMUSG00000104960
chr3	164688	ENSMUSG00000027977	Ndst3	protein_coding	gene	ENSMUSG00000027977
chr3	72748	ENSMUSG00000104531	Gm43731	lncRNA	gene	ENSMUSG00000104531
chr3	3889	ENSMUSG00000044528	Tram1l1	protein_coding	gene	ENSMUSG00000044528
chr3	25052	ENSMUSG00000027973	1700006A11Rik	protein_coding	gene	ENSMUSG00000027973
chr3	1697	ENSMUSG00000106413	Gm42823	lncRNA	gene	ENSMUSG00000106413
chr3	24750	ENSMUSG00000039174	1700003H04Rik	protein_coding	gene	ENSMUSG00000039174
chr3	97352	ENSMUSG00000106423	Gm42825	lncRNA	gene	ENSMUSG00000106423
chr3	324824	ENSMUSG00000027971	Ndst4	protein_coding	gene	ENSMUSG00000027971
chr3	73349	ENSMUSG00000032854	Ugt8a	protein_coding	gene	ENSMUSG00000032854
chr3	2031	ENSMUSG00000106503	Gm42827	lncRNA	gene	ENSMUSG00000106503
chr3	76692	ENSMUSG00000046561	Arsj	protein_coding	gene	ENSMUSG00000046561
chr3	6387	ENSMUSG00000090427	Gm17225	lncRNA	gene	ENSMUSG00000090427
chr3	250025	ENSMUSG00000053819	Camk2d	protein_coding	gene	ENSMUSG00000053819
chr3	1716	ENSMUSG00000086679	Gm15551	lncRNA	gene	ENSMUSG00000086679
chr3	577739	ENSMUSG00000032826	Ank2	protein_coding	gene	ENSMUSG00000032826
chr3	6985	ENSMUSG00000097456	Gm16958	lncRNA	gene	ENSMUSG00000097456
chr3	16636	ENSMUSG00000027968	Larp7	protein_coding	gene	ENSMUSG00000027968
chr3	64535	ENSMUSG00000051278	Zgrf1	protein_coding	gene	ENSMUSG00000051278
chr3	1334	ENSMUSG00000105104	Gm43729	lncRNA	gene	ENSMUSG00000105104
chr3	2497	ENSMUSG00000027967	Neurog2	protein_coding	gene	ENSMUSG00000027967
chr3	110218	ENSMUSG00000028028	Alpk1	protein_coding	gene	ENSMUSG00000028028
chr3	1392	ENSMUSG00000120996	Gm56817	lncRNA	gene	ENSMUSG00000120996
chr3	42360	ENSMUSG00000046688	Tifa	protein_coding	gene	ENSMUSG00000046688
chr3	30517	ENSMUSG00000074238	Ap1ar	protein_coding	gene	ENSMUSG00000074238
chr3	1734	ENSMUSG00000105447	Gm43653	lncRNA	gene	ENSMUSG00000105447
chr3	3663	ENSMUSG00000105550	Gm35585	lncRNA	gene	ENSMUSG00000105550
chr3	27267	ENSMUSG00000050549	Fam241a	protein_coding	gene	ENSMUSG00000050549
chr3	39053	ENSMUSG00000104763	9830132P13Rik	lncRNA	gene	ENSMUSG00000104763
chr3	2173	ENSMUSG00000106437	Gm35667	lncRNA	gene	ENSMUSG00000106437
chr3	114592	ENSMUSG00000105816	D030025E07Rik	lncRNA	gene	ENSMUSG00000105816
chr3	276175	ENSMUSG00000106245	Gm43824	lncRNA	gene	ENSMUSG00000106245
chr3	2018	ENSMUSG00000105527	4933424H11Rik	lncRNA	gene	ENSMUSG00000105527
chr3	2740	ENSMUSG00000099640	Gm28543	lncRNA	gene	ENSMUSG00000099640
chr3	19714	ENSMUSG00000028023	Pitx2	protein_coding	gene	ENSMUSG00000028023
chr3	1495	ENSMUSG00000098515	Gm27195	lncRNA	gene	ENSMUSG00000098515
chr3	63546	ENSMUSG00000028024	Enpep	protein_coding	gene	ENSMUSG00000028024
chr3	4934	ENSMUSG00000105837	Gm35986	lncRNA	gene	ENSMUSG00000105837
chr3	106141	ENSMUSG00000041220	Elovl6	protein_coding	gene	ENSMUSG00000041220
chr3	77752	ENSMUSG00000028017	Egf	protein_coding	gene	ENSMUSG00000028017
chr3	11344	ENSMUSG00000106120	Gm42697	lncRNA	gene	ENSMUSG00000106120
chr3	4829	ENSMUSG00000105596	Gm42650	lncRNA	gene	ENSMUSG00000105596
chr3	10127	ENSMUSG00000105960	6330410L21Rik	lncRNA	gene	ENSMUSG00000105960
chr3	16150	ENSMUSG00000093865	Lrit3	protein_coding	gene	ENSMUSG00000093865
chr3	18180	ENSMUSG00000028012	Rrh	protein_coding	gene	ENSMUSG00000028012
chr3	6485	ENSMUSG00000028010	Gar1	protein_coding	gene	ENSMUSG00000028010
chr3	39449	ENSMUSG00000058952	Cfi	protein_coding	gene	ENSMUSG00000058952
chr3	2994	ENSMUSG00000120149	Gm36180	lncRNA	gene	ENSMUSG00000120149
chr3	17220	ENSMUSG00000027999	Pla2g12a	protein_coding	gene	ENSMUSG00000027999
chr3	12679	ENSMUSG00000027997	Casp6	protein_coding	gene	ENSMUSG00000027997
chr3	55247	ENSMUSG00000027994	Mcub	protein_coding	gene	ENSMUSG00000027994
chr3	78795	ENSMUSG00000001052	Sec24b	protein_coding	gene	ENSMUSG00000001052
chr3	468377	ENSMUSG00000058897	Col25a1	protein_coding	gene	ENSMUSG00000058897
chr3	20074	ENSMUSG00000019232	Etnppl	protein_coding	gene	ENSMUSG00000019232
chr3	13533	ENSMUSG00000041084	Ostc	protein_coding	gene	ENSMUSG00000041084
chr3	3568	ENSMUSG00000062006	Rpl34	protein_coding	gene	ENSMUSG00000062006
chr3	41184	ENSMUSG00000105789	Gm42997	lncRNA	gene	ENSMUSG00000105789
chr3	2847	ENSMUSG00000105716	Gm43522	lncRNA	gene	ENSMUSG00000105716
chr3	98883	ENSMUSG00000106095	2010110G14Rik	lncRNA	gene	ENSMUSG00000106095
chr3	1499	ENSMUSG00000104557	Gm36520	lncRNA	gene	ENSMUSG00000104557
chr3	2752	ENSMUSG00000105769	Gm43351	lncRNA	gene	ENSMUSG00000105769
chr3	1355	ENSMUSG00000106249	Gm43349	lncRNA	gene	ENSMUSG00000106249
chr3	512	ENSMUSG00000120479	Gm56784	lncRNA	gene	ENSMUSG00000120479
chr3	3065	ENSMUSG00000106086	Lef1os1	lncRNA	gene	ENSMUSG00000106086
chr3	113886	ENSMUSG00000027985	Lef1	protein_coding	gene	ENSMUSG00000027985
chr3	38683	ENSMUSG00000027984	Hadh	protein_coding	gene	ENSMUSG00000027984
chr3	14787	ENSMUSG00000027983	Cyp2u1	protein_coding	gene	ENSMUSG00000027983
chr3	14019	ENSMUSG00000097761	4930534D22Rik	lncRNA	gene	ENSMUSG00000097761
chr3	84539	ENSMUSG00000050931	Sgms2	protein_coding	gene	ENSMUSG00000050931
chr3	78904	ENSMUSG00000028032	Papss1	protein_coding	gene	ENSMUSG00000028032
chr3	270939	ENSMUSG00000105331	Gm29865	lncRNA	gene	ENSMUSG00000105331
chr3	95013	ENSMUSG00000028031	Dkk2	protein_coding	gene	ENSMUSG00000028031
chr3	1876	ENSMUSG00000106280	Gm42880	lncRNA	gene	ENSMUSG00000106280
chr3	15532	ENSMUSG00000091721	Gimd1	protein_coding	gene	ENSMUSG00000091721
chr3	23890	ENSMUSG00000028029	Aimp1	protein_coding	gene	ENSMUSG00000028029
chr3	157545	ENSMUSG00000028030	Tbck	protein_coding	gene	ENSMUSG00000028030
chr3	36395	ENSMUSG00000106230	Gm29811	lncRNA	gene	ENSMUSG00000106230
chr3	68547	ENSMUSG00000040998	Npnt	protein_coding	gene	ENSMUSG00000040998
chr3	110282	ENSMUSG00000028018	Gstcd	protein_coding	gene	ENSMUSG00000028018
chr3	19149	ENSMUSG00000028016	Ints12	protein_coding	gene	ENSMUSG00000028016
chr3	122672	ENSMUSG00000040969	Arhgef38	protein_coding	gene	ENSMUSG00000040969
chr3	2491	ENSMUSG00000105957	Gm43254	lncRNA	gene	ENSMUSG00000105957
chr3	68126	ENSMUSG00000028013	Ppa2	protein_coding	gene	ENSMUSG00000028013
chr3	81461	ENSMUSG00000040943	Tet2	protein_coding	gene	ENSMUSG00000040943
chr3	39957	ENSMUSG00000105085	Gm42567	lncRNA	gene	ENSMUSG00000105085
chr3	17584	ENSMUSG00000105952	Gm40153	lncRNA	gene	ENSMUSG00000105952
chr3	2369	ENSMUSG00000106069	Gm6135	lncRNA	gene	ENSMUSG00000106069
chr3	2600	ENSMUSG00000104645	Gm30484	lncRNA	gene	ENSMUSG00000104645
chr3	409974	ENSMUSG00000097911	Gm26691	lncRNA	gene	ENSMUSG00000097911
chr3	31612	ENSMUSG00000104556	Gm43192	lncRNA	gene	ENSMUSG00000104556
chr3	13291	ENSMUSG00000106139	Gm30648	lncRNA	gene	ENSMUSG00000106139
chr3	25678	ENSMUSG00000044365	Cxxc4	protein_coding	gene	ENSMUSG00000044365
chr3	19493	ENSMUSG00000105765	4930539C22Rik	lncRNA	gene	ENSMUSG00000105765
chr3	168679	ENSMUSG00000097031	Gm26820	lncRNA	gene	ENSMUSG00000097031
chr3	105573	ENSMUSG00000028172	Tacr3	protein_coding	gene	ENSMUSG00000028172
chr3	61075	ENSMUSG00000045328	Cenpe	protein_coding	gene	ENSMUSG00000045328
chr3	23206	ENSMUSG00000028167	Bdh2	protein_coding	gene	ENSMUSG00000028167
chr3	37688	ENSMUSG00000037994	Slc9b2	protein_coding	gene	ENSMUSG00000037994
chr3	49799	ENSMUSG00000050150	Slc9b1	protein_coding	gene	ENSMUSG00000050150
chr3	17514	ENSMUSG00000028165	Cisd2	protein_coding	gene	ENSMUSG00000028165
chr3	2498	ENSMUSG00000097032	4930539J05Rik	lncRNA	gene	ENSMUSG00000097032
chr3	30050	ENSMUSG00000078578	Ube2d3	protein_coding	gene	ENSMUSG00000078578
chr3	85794	ENSMUSG00000028164	Manba	protein_coding	gene	ENSMUSG00000028164
chr3	106893	ENSMUSG00000028163	Nfkb1	protein_coding	gene	ENSMUSG00000028163
